Nomor Perkara,Tanggal Penetapan,Nama Panitera Pengganti,Aktif
45/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 26 Mei 2016",ACHMAD DINDIN JUNAEDI,Ya
6/PID.SUS/TPK/2016/PN JKT.PST,"Selasa, 26 Jan. 2016",EKO BUDIARNO,Ya
6/PID.SUS/TPK/2016/PN JKT.PST,"Selasa, 26 Jan. 2016","LISNUR FAUZIAH, SH.",Ya
7/PID.SUS/TPK/2016/PN JKT.PST,"Selasa, 26 Jan. 2016",CANDRASAH,Ya
7/PID.SUS/TPK/2016/PN JKT.PST,"Selasa, 26 Jan. 2016","LISNUR FAUZIAH, SH.",Ya
8/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 03 Feb. 2016","LISNUR FAUZIAH, SH.",Ya
8/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 03 Feb. 2016",SITI AGUSTIATI,Ya
9/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 03 Feb. 2016","LISNUR FAUZIAH, SH.",Ya
9/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 03 Feb. 2016",SITI AGUSTIATI,Ya
10/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 04 Feb. 2016","MATIUS B.SITURU, SH",Ya
10/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 04 Feb. 2016","RUSTIANI, SH",Ya
11/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 04 Feb. 2016","MATIUS B.SITURU, SH",Ya
11/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 04 Feb. 2016","RUSTIANI, SH",Ya
12/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 04 Feb. 2016","SRI TASLIHIYAH, SH.",Ya
12/Pid.Sus-TPK/2016/PN JKT.PST,"Kamis, 04 Feb. 2016","WIDI ASTUTI, SH",Ya
13/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 10 Feb. 2016","SRI TASLIHIYAH, SH.",Ya
13/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 10 Feb. 2016","WIDI ASTUTI, SH",Ya
14/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 10 Feb. 2016","SRI TASLIHIYAH, SH.",Ya
14/Pid.Sus-TPK/2016/PN JKT.PST,"Rabu, 10 Feb. 2016","WIDI ASTUTI, SH",Ya
15/Pid.Sus-TPK/2016/PN JKT.PST,"Jumat, 12 Feb. 2016","LISNUR FAUZIAH, SH.",Ya
15/Pid.Sus-TPK/2016/PN JKT.PST,"Jumat, 12 Feb. 2016","SRI TASLIHIYAH, SH.",Ya
16/Pid.Sus-TPK/2016/PN JKT.PST,"Jumat, 26 Feb. 2016","TATI DORESLY SIMAMORA, SH",Ya
17/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 01 Mar. 2016","RUSTIANI, SH",Ya
18/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 01 Mar. 2016","ZULFIKRI, SH",Ya
19/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 01 Mar. 2016","FATONI, SH",Ya
20/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 01 Mar. 2016","ENDANG_PURWANINGSIH, SH.",Ya
21/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 01 Mar. 2016",ACHMAD DINDIN JUNAEDI,Ya
21/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 01 Mar. 2016","TEUKU UMAR, SH. MH.",Ya
22/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 01 Mar. 2016",ACHMAD DINDIN JUNAEDI,Ya
22/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 01 Mar. 2016","TEUKU UMAR, SH. MH.",Ya
23/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 15 Mar. 2016","R.IDA ISKANDIASTUTI, SH.",Ya
23/Pid.Sus-TPK/2016/PN JKT.PST,"Selasa, 15 Mar. 2016",SITI AGUSTIATI,Ya
24/Pid.Sus-TPK/2016/PN JKT.PST,"Jumat, 18 Mar. 2016","SRI TASLIHIYAH, SH.",Ya
24/Pid.Sus-TPK/2016/PN JKT.PST,"Jumat, 18 Mar. 2016",WIJI ASTUTI,Ya
25/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016",SUAEB. SH,Ya
25/Pid.Sus-TPK/2016/PN JKT.PST,"Senin, 21 Mar. 2016","YETTI, SH.",Ya
149/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Nov. 2015","LISNUR FAUZIAH, SH.",Ya
149/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Nov. 2015","RUSTIANI, SH",Ya
150/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 10 Nov. 2015","FATONI, SH",Ya
150/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 10 Nov. 2015",WIJI ASTUTI,Ya
151/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 11 Nov. 2015","TEUKU UMAR, SH. MH.",Ya
151/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 11 Nov. 2015","YETTI, SH.",Ya
152/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 13 Nov. 2015","ROMA SIALLAGAN, SH.",Ya
152/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 13 Nov. 2015","RUSTIANI, SH",Ya
153/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 13 Nov. 2015","ROMA SIALLAGAN, SH.",Ya
153/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 13 Nov. 2015","RUSTIANI, SH",Ya
154/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 16 Nov. 2015","TEUKU UMAR, SH. MH.",Ya
154/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 16 Nov. 2015","ZULFIKRI, SH",Ya
155/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 16 Nov. 2015","TEUKU UMAR, SH. MH.",Ya
155/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 16 Nov. 2015","ZULFIKRI, SH",Ya
156/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 18 Nov. 2015",SUAEB. SH,Ya
156/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 18 Nov. 2015","ZUHERNA, SH.",Ya
157/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 20 Nov. 2015","ENDANG_PURWANINGSIH, SH.",Ya
157/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 20 Nov. 2015","TATI DORESLY SIMAMORA, SH",Ya
158/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 24 Nov. 2015","TATI DORESLY SIMAMORA, SH",Ya
158/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 24 Nov. 2015","ZUHERNA, SH.",Ya
159/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 27 Nov. 2015","ENDANG_PURWANINGSIH, SH.",Ya
159/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 27 Nov. 2015","ZUHERNA, SH.",Ya
160/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 04 Des. 2015","MATIUS B.SITURU, SH",Ya
160/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 04 Des. 2015","ZUHERNA, SH.",Ya
161/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 14 Des. 2015","LISNUR FAUZIAH, SH.",Ya
161/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 14 Des. 2015","SURYONO, SH.",Ya
162/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 17 Des. 2015",ACHMAD DINDIN JUNAEDI,Ya
162/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 17 Des. 2015",EKO BUDIARNO,Ya
163/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 17 Des. 2015",ACHMAD DINDIN JUNAEDI,Ya
163/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 17 Des. 2015",EKO BUDIARNO,Ya
1/PID.SUS/TPK/2016/PN JKT.PST,"Senin, 04 Jan. 2016",AGUS WAWAN,Ya
1/PID.SUS/TPK/2016/PN JKT.PST,"Senin, 04 Jan. 2016",AGUS WIDODO,Ya
2/PID.SUS/TPK/2016/PN JKT.PST,"Rabu, 06 Jan. 2016",AGUS WAWAN,Ya
2/PID.SUS/TPK/2016/PN JKT.PST,"Rabu, 06 Jan. 2016",AGUS WIDODO,Ya
3/PID.SUS/TPK/2016/PN JKT.PST,"Rabu, 06 Jan. 2016","R.IDA ISKANDIASTUTI, SH.",Ya
3/PID.SUS/TPK/2016/PN JKT.PST,"Rabu, 06 Jan. 2016",SITI AGUSTIATI,Ya
4/PID.SUS/TPK/2016/PN JKT.PST,"Rabu, 20 Jan. 2016","MATIUS B.SITURU, SH",Ya
4/PID.SUS/TPK/2016/PN JKT.PST,"Rabu, 20 Jan. 2016","R.IDA ISKANDIASTUTI, SH.",Ya
5/PID.SUS/TPK/2016/PN JKT.PST,"Selasa, 26 Jan. 2016",EKO BUDIARNO,Ya
5/PID.SUS/TPK/2016/PN JKT.PST,"Selasa, 26 Jan. 2016","LISNUR FAUZIAH, SH.",Ya
129/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Okt. 2015","SRI TASLIHIYAH, SH.",Ya
129/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Okt. 2015","WIDI ASTUTI, SH",Ya
130/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Okt. 2015","SRI TASLIHIYAH, SH.",Ya
130/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Okt. 2015","WIDI ASTUTI, SH",Ya
131/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
131/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","TATI DORESLY SIMAMORA, SH",Ya
132/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
132/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","TATI DORESLY SIMAMORA, SH",Ya
133/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","LISNUR FAUZIAH, SH.",Ya
133/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","SURYONO, SH.",Ya
134/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","LISNUR FAUZIAH, SH.",Ya
134/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","SURYONO, SH.",Ya
135/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","FATONI, SH",Ya
135/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015",SUAEB. SH,Ya
136/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","FATONI, SH",Ya
136/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015",SUAEB. SH,Ya
137/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
137/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015","TATI DORESLY SIMAMORA, SH",Ya
138/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015",AGUS WAWAN,Ya
138/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015","RUSTIANI, SH",Ya
139/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015",AGUS WAWAN,Ya
139/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015","RUSTIANI, SH",Ya
140/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 26 Okt. 2015",CANDRASAH,Ya
140/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 26 Okt. 2015",EKO BUDIARNO,Ya
141/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 29 Okt. 2015",CANDRASAH,Ya
141/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 29 Okt. 2015","ZULFIKRI, SH",Ya
142/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 29 Okt. 2015",ACHMAD DINDIN JUNAEDI,Ya
142/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 29 Okt. 2015","SUSWANTI, SH.",Ya
143/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 30 Okt. 2015",CANDRASAH,Ya
143/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 30 Okt. 2015","ZULFIKRI, SH",Ya
144/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 02 Nov. 2015","DJOKO SANTOSO, SH",Ya
144/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 02 Nov. 2015","SRI TASLIHIYAH, SH.",Ya
145/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Nov. 2015","DJOKO SANTOSO, SH",Ya
145/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Nov. 2015","RUSTIANI, SH",Ya
146/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Nov. 2015","SRI TASLIHIYAH, SH.",Ya
146/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Nov. 2015",WIJI ASTUTI,Ya
147/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Nov. 2015","SRI TASLIHIYAH, SH.",Ya
147/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Nov. 2015",WIJI ASTUTI,Ya
148/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 06 Nov. 2015","FATONI, SH",Ya
148/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 06 Nov. 2015","WIDI ASTUTI, SH",Ya
109/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 08 Sep. 2015","ENDANG_PURWANINGSIH, SH.",Ya
109/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 08 Sep. 2015","SURYONO, SH.",Ya
110/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 16 Sep. 2015","SRI TASLIHIYAH, SH.",Ya
110/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 16 Sep. 2015","WIDI ASTUTI, SH",Ya
111/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 16 Sep. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
111/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 16 Sep. 2015",SITI AGUSTIATI,Ya
112/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 18 Sep. 2015",AGUS WIDODO,Ya
112/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 18 Sep. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
113/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 18 Sep. 2015",ACHMAD DINDIN JUNAEDI,Ya
113/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 18 Sep. 2015","MATIUS B.SITURU, SH",Ya
114/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 21 Sep. 2015",AGUS WAWAN,Ya
114/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 21 Sep. 2015",CANDRASAH,Ya
115/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 21 Sep. 2015",EKO BUDIARNO,Ya
115/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 21 Sep. 2015","LISNUR FAUZIAH, SH.",Ya
116/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 21 Sep. 2015","ENDANG_PURWANINGSIH, SH.",Ya
116/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 21 Sep. 2015","YETTI, SH.",Ya
117/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 21 Sep. 2015","ENDANG_PURWANINGSIH, SH.",Ya
117/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 21 Sep. 2015","YETTI, SH.",Ya
118/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 29 Sep. 2015",AGUS WIDODO,Ya
118/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 29 Sep. 2015","TATI DORESLY SIMAMORA, SH",Ya
119/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","RUSTIANI, SH",Ya
119/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","TEUKU UMAR, SH. MH.",Ya
120/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","ENDANG_PURWANINGSIH, SH.",Ya
120/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","MATIUS B.SITURU, SH",Ya
122/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015",AGUS WIDODO,Ya
122/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","DJOKO SANTOSO, SH",Ya
123/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","ENDANG_PURWANINGSIH, SH.",Ya
123/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","MATIUS B.SITURU, SH",Ya
124/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015",AGUS WIDODO,Ya
124/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","DJOKO SANTOSO, SH",Ya
121/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 01 Okt. 2015","RUSTIANI, SH",Ya
121/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 01 Okt. 2015","TEUKU UMAR, SH. MH.",Ya
125/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 02 Okt. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
125/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 02 Okt. 2015","SUSWANTI, SH.",Ya
126/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 06 Okt. 2015",WIJI ASTUTI,Ya
126/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 06 Okt. 2015","YETTI, SH.",Ya
127/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 06 Okt. 2015",WIJI ASTUTI,Ya
127/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 06 Okt. 2015","YETTI, SH.",Ya
128/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Okt. 2015","FATONI, SH",Ya
128/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Okt. 2015","ZUHERNA, SH.",Ya
89/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","DJOKO SANTOSO, SH",Ya
89/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","SRI TASLIHIYAH, SH.",Ya
90/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015",SUAEB. SH,Ya
90/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","ZUHERNA, SH.",Ya
91/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015",ACHMAD DINDIN JUNAEDI,Ya
91/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","SRI TASLIHIYAH, SH.",Ya
92/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 13 Agu. 2015",SUAEB. SH,Ya
92/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 13 Agu. 2015","ZUHERNA, SH.",Ya
93/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","FATONI, SH",Ya
93/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","YETTI, SH.",Ya
94/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","FATONI, SH",Ya
94/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","YETTI, SH.",Ya
95/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","SUSWANTI, SH.",Ya
95/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","TATI DORESLY SIMAMORA, SH",Ya
96/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",ACHMAD DINDIN JUNAEDI,Ya
96/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",EKO BUDIARNO,Ya
97/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015",EKO BUDIARNO,Ya
97/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","LISNUR FAUZIAH, SH.",Ya
98/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","LISNUR FAUZIAH, SH.",Ya
98/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","WIDI ASTUTI, SH",Ya
99/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","RUSTIANI, SH",Ya
99/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","ZULFIKRI, SH",Ya
100/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 24 Agu. 2015","DJOKO SANTOSO, SH",Ya
100/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 24 Agu. 2015","SUSWANTI, SH.",Ya
101/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 26 Agu. 2015","DJOKO SANTOSO, SH",Ya
101/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 26 Agu. 2015","SUSWANTI, SH.",Ya
102/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 31 Agu. 2015",ACHMAD DINDIN JUNAEDI,Ya
102/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 31 Agu. 2015",WIJI ASTUTI,Ya
103/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 01 Sep. 2015","FATONI, SH",Ya
103/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 01 Sep. 2015","WIDI ASTUTI, SH",Ya
104/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015","FATONI, SH",Ya
104/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015","WIDI ASTUTI, SH",Ya
105/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015","SRI TASLIHIYAH, SH.",Ya
105/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015",WIJI ASTUTI,Ya
106/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015","SRI TASLIHIYAH, SH.",Ya
106/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 02 Sep. 2015",WIJI ASTUTI,Ya
107/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 03 Sep. 2015",SUAEB. SH,Ya
107/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 03 Sep. 2015","ZUHERNA, SH.",Ya
108/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 03 Sep. 2015",SUAEB. SH,Ya
108/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 03 Sep. 2015","ZUHERNA, SH.",Ya
69/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015","SUSWANTI, SH.",Ya
69/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015","ZULFIKRI, SH",Ya
70/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015","SUSWANTI, SH.",Ya
70/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015","ZULFIKRI, SH",Ya
71/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",AGUS WIDODO,Ya
71/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 01 Jul. 2015",SUAEB. SH,Ya
72/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015",AGUS WAWAN,Ya
72/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015","RUSTIANI, SH",Ya
73/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015",AGUS WAWAN,Ya
73/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015","RUSTIANI, SH",Ya
74/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 08 Jul. 2015","TEUKU UMAR, SH. MH.",Ya
74/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 08 Jul. 2015","WIDI ASTUTI, SH",Ya
75/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Jul. 2015","TEUKU UMAR, SH. MH.",Ya
75/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Jul. 2015","WIDI ASTUTI, SH",Ya
76/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Jul. 2015",CANDRASAH,Ya
76/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Jul. 2015",EKO BUDIARNO,Ya
77/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015","SRI TASLIHIYAH, SH.",Ya
77/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015","YETTI, SH.",Ya
78/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015","LISNUR FAUZIAH, SH.",Ya
78/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015","TATI DORESLY SIMAMORA, SH",Ya
79/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 31 Jul. 2015","ENDANG_PURWANINGSIH, SH.",Ya
79/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 31 Jul. 2015","ZUHERNA, SH.",Ya
80/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",ACHMAD DINDIN JUNAEDI,Ya
80/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",AGUS WAWAN,Ya
81/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
81/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",SITI AGUSTIATI,Ya
82/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",AGUS WIDODO,Ya
82/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 06 Agu. 2015",EKO BUDIARNO,Ya
83/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","MATIUS B.SITURU, SH",Ya
83/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","ZUHERNA, SH.",Ya
84/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","MATIUS B.SITURU, SH",Ya
84/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","ZUHERNA, SH.",Ya
85/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",CANDRASAH,Ya
85/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","SURYONO, SH.",Ya
86/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","R.IDA ISKANDIASTUTI, SH.",Ya
86/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","TEUKU UMAR, SH. MH.",Ya
87/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",ACHMAD DINDIN JUNAEDI,Ya
87/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015",CANDRASAH,Ya
