Nomor Perkara,Tanggal Penetapan,Tanggal Sidang Pertama
1/PID.SUS/TPK/2016/PN JKT.PST,"Rabu, 06 Jan. 2016","Senin, 11 Jan. 2016"
2/PID.SUS/TPK/2016/PN JKT.PST,"Senin, 11 Jan. 2016","Senin, 18 Jan. 2016"
3/PID.SUS/TPK/2016/PN JKT.PST,"Senin, 11 Jan. 2016","Senin, 18 Jan. 2016"
4/PID.SUS/TPK/2016/PN JKT.PST,"Senin, 25 Jan. 2016","Rabu, 03 Feb. 2016"
5/PID.SUS/TPK/2016/PN JKT.PST,"Rabu, 27 Jan. 2016","Rabu, 03 Feb. 2016"
129/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 13 Okt. 2015","Rabu, 21 Okt. 2015"
130/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 13 Okt. 2015","Rabu, 21 Okt. 2015"
131/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015","Kamis, 29 Okt. 2015"
132/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015","Senin, 26 Okt. 2015"
133/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 16 Okt. 2015","Kamis, 29 Okt. 2015"
134/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015","Rabu, 28 Okt. 2015"
135/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015","Senin, 26 Okt. 2015"
136/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 20 Okt. 2015","Senin, 26 Okt. 2015"
137/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 21 Okt. 2015","Kamis, 29 Okt. 2015"
138/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 23 Okt. 2015","Senin, 09 Nov. 2015"
139/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 23 Okt. 2015","Rabu, 04 Nov. 2015"
140/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 27 Okt. 2015","Senin, 02 Nov. 2015"
141/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 04 Nov. 2015","Senin, 09 Nov. 2015"
142/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 02 Nov. 2015","Kamis, 12 Nov. 2015"
143/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 30 Okt. 2015","Senin, 09 Nov. 2015"
144/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Nov. 2015","Senin, 09 Nov. 2015"
145/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 05 Nov. 2015","Kamis, 12 Nov. 2015"
146/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 05 Nov. 2015","Kamis, 12 Nov. 2015"
147/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 05 Nov. 2015","Kamis, 12 Nov. 2015"
148/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 10 Nov. 2015","Senin, 16 Nov. 2015"
109/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 08 Sep. 2015","Kamis, 17 Sep. 2015"
110/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 17 Sep. 2015","Selasa, 22 Sep. 2015"
111/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 16 Sep. 2015","Rabu, 23 Sep. 2015"
112/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 22 Sep. 2015","Senin, 28 Sep. 2015"
113/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 18 Sep. 2015","Senin, 28 Sep. 2015"
114/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 22 Sep. 2015","Rabu, 30 Sep. 2015"
115/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 21 Sep. 2015","Senin, 28 Sep. 2015"
116/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 22 Sep. 2015","Senin, 28 Sep. 2015"
117/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 21 Sep. 2015","Senin, 28 Sep. 2015"
118/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","Kamis, 08 Okt. 2015"
119/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 02 Okt. 2015","Jumat, 09 Okt. 2015"
120/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 02 Okt. 2015","Jumat, 09 Okt. 2015"
122/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","Senin, 05 Okt. 2015"
123/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 05 Okt. 2015","Senin, 19 Okt. 2015"
124/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 30 Sep. 2015","Kamis, 08 Okt. 2015"
121/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 02 Okt. 2015","Kamis, 08 Okt. 2015"
125/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 05 Okt. 2015","Kamis, 15 Okt. 2015"
126/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 08 Okt. 2015","Senin, 19 Okt. 2015"
127/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Okt. 2015","Senin, 19 Okt. 2015"
128/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 13 Okt. 2015","Senin, 19 Okt. 2015"
89/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","Kamis, 20 Agu. 2015"
90/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","Senin, 17 Agu. 2015"
91/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 13 Agu. 2015","Kamis, 20 Agu. 2015"
92/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 14 Agu. 2015","Senin, 24 Agu. 2015"
93/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","Senin, 31 Agu. 2015"
94/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","Kamis, 03 Sep. 2015"
95/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","Kamis, 27 Agu. 2015"
96/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 25 Agu. 2015","Kamis, 03 Sep. 2015"
97/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","Kamis, 03 Sep. 2015"
98/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","Kamis, 27 Agu. 2015"
99/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 21 Agu. 2015","Senin, 31 Agu. 2015"
100/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 31 Agu. 2015","Senin, 07 Sep. 2015"
101/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 28 Agu. 2015","Kamis, 03 Sep. 2015"
102/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 01 Sep. 2015","Rabu, 09 Sep. 2015"
103/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 01 Sep. 2015","Kamis, 10 Sep. 2015"
104/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 04 Sep. 2015","Senin, 14 Sep. 2015"
105/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 04 Sep. 2015","Kamis, 10 Sep. 2015"
106/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 04 Sep. 2015","Kamis, 10 Sep. 2015"
107/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 04 Sep. 2015","Kamis, 10 Sep. 2015"
108/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 04 Sep. 2015","Kamis, 10 Sep. 2015"
69/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 03 Jul. 2015","Senin, 13 Jul. 2015"
70/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 03 Jul. 2015","Senin, 13 Jul. 2015"
71/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 03 Jul. 2015","Jumat, 10 Jul. 2015"
72/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 02 Jul. 2015","Kamis, 09 Jul. 2015"
73/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 07 Jul. 2015","Senin, 13 Jul. 2015"
74/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 09 Jul. 2015","Kamis, 23 Jul. 2015"
75/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 10 Jul. 2015","Rabu, 29 Jul. 2015"
76/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015","Kamis, 06 Agu. 2015"
77/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Jul. 2015","Kamis, 06 Agu. 2015"
78/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 31 Jul. 2015","Kamis, 06 Agu. 2015"
79/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 03 Agu. 2015","Senin, 10 Agu. 2015"
80/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","Kamis, 20 Agu. 2015"
81/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","Kamis, 20 Agu. 2015"
82/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","Kamis, 20 Agu. 2015"
83/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","Kamis, 20 Agu. 2015"
84/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","Kamis, 20 Agu. 2015"
85/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 10 Agu. 2015","Kamis, 20 Agu. 2015"
86/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","Rabu, 19 Agu. 2015"
87/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","Rabu, 19 Agu. 2015"
88/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 12 Agu. 2015","Rabu, 19 Agu. 2015"
49/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 11 Jun. 2015","Kamis, 18 Jun. 2015"
50/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","Senin, 29 Jun. 2015"
51/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 19 Jun. 2015","Senin, 29 Jun. 2015"
52/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 22 Jun. 2015","Senin, 29 Jun. 2015"
53/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015","Kamis, 25 Jun. 2015"
54/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 16 Jun. 2015","Kamis, 25 Jun. 2015"
55/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 19 Jun. 2015","Kamis, 25 Jun. 2015"
56/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 22 Jun. 2015","Senin, 29 Jun. 2015"
57/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","Senin, 29 Jun. 2015"
58/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 22 Jun. 2015","Kamis, 02 Jul. 2015"
59/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","Kamis, 25 Jun. 2015"
60/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 23 Jun. 2015","Kamis, 02 Jul. 2015"
61/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 18 Jun. 2015","Kamis, 02 Jul. 2015"
62/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 23 Jun. 2015","Kamis, 02 Jul. 2015"
63/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 23 Jun. 2015","Kamis, 02 Jul. 2015"
64/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 23 Jun. 2015","Kamis, 02 Jul. 2015"
65/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 23 Jun. 2015","Kamis, 02 Jul. 2015"
66/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 22 Jun. 2015","Kamis, 02 Jul. 2015"
67/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 30 Jun. 2015","Senin, 06 Jul. 2015"
68/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 29 Jun. 2015","Kamis, 09 Jul. 2015"
29/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Apr. 2015","Kamis, 07 Mei 2015"
30/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 24 Apr. 2015","Senin, 11 Mei 2015"
31/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 27 Apr. 2015","Kamis, 07 Mei 2015"
32/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 28 Apr. 2015","Kamis, 07 Mei 2015"
33/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 11 Mei 2015","Senin, 18 Mei 2015"
34/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 11 Mei 2015","Senin, 18 Mei 2015"
35/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 12 Mei 2015","Kamis, 21 Mei 2015"
36/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 18 Mei 2015","Senin, 25 Mei 2015"
37/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 12 Mei 2015","Kamis, 21 Mei 2015"
38/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 12 Mei 2015","Senin, 18 Mei 2015"
39/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 20 Mei 2015","Senin, 25 Mei 2015"
40/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 19 Mei 2015","Kamis, 28 Mei 2015"
41/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 26 Mei 2015","Rabu, 03 Jun. 2015"
42/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 21 Mei 2015","Kamis, 28 Mei 2015"
43/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 28 Mei 2015","Senin, 08 Jun. 2015"
44/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 02 Jun. 2015","Senin, 08 Jun. 2015"
45/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 29 Mei 2015","Kamis, 11 Jun. 2015"
46/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 01 Jun. 2015","Senin, 08 Jun. 2015"
47/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 02 Jun. 2015","Kamis, 11 Jun. 2015"
48/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 01 Jun. 2015","Kamis, 11 Jun. 2015"
9/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 11 Feb. 2015","Senin, 23 Feb. 2015"
10/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Feb. 2015","Senin, 23 Feb. 2015"
11/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 12 Feb. 2015","Senin, 23 Feb. 2015"
12/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 12 Feb. 2015","Rabu, 04 Mar. 2015"
13/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 17 Feb. 2015","Rabu, 04 Mar. 2015"
14/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Mar. 2015","Kamis, 19 Mar. 2015"
15/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 16 Mar. 2015","Kamis, 26 Mar. 2015"
16/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 30 Mar. 2015","Senin, 06 Apr. 2015"
17/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 27 Mar. 2015","Senin, 06 Apr. 2015"
18/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 30 Mar. 2015","Senin, 06 Apr. 2015"
19/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 08 Apr. 2015","Rabu, 15 Apr. 2015"
20/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 08 Apr. 2015","Rabu, 15 Apr. 2015"
21/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 10 Apr. 2015","Senin, 20 Apr. 2015"
22/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 10 Apr. 2015","Senin, 20 Apr. 2015"
23/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 16 Apr. 2015","Kamis, 23 Apr. 2015"
24/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 17 Apr. 2015","Senin, 27 Apr. 2015"
25/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 20 Apr. 2015","Senin, 27 Apr. 2015"
26/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 21 Apr. 2015","Kamis, 30 Apr. 2015"
27/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 23 Apr. 2015","Kamis, 30 Apr. 2015"
28/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 30 Apr. 2015","Senin, 04 Mei 2015"
109/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 03 Nov. 2014","Senin, 10 Nov. 2014"
110/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 11 Nov. 2014","Kamis, 20 Nov. 2014"
111/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 17 Nov. 2014","Kamis, 20 Nov. 2014"
112/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 14 Nov. 2014","Kamis, 20 Nov. 2014"
113/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 19 Nov. 2014","Kamis, 27 Nov. 2014"
114/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 03 Des. 2014","Kamis, 11 Des. 2014"
115/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 04 Des. 2014","Kamis, 11 Des. 2014"
116/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 04 Des. 2014","Kamis, 11 Des. 2014"
118/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 15 Des. 2014","Senin, 22 Des. 2014"
119/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 12 Des. 2014","Kamis, 18 Des. 2014"
117/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 12 Des. 2014","Kamis, 18 Des. 2014"
120/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 22 Des. 2014","Senin, 29 Des. 2014"
1/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 05 Jan. 2015","Senin, 12 Jan. 2015"
2/PID.SUS/TPK/2015/PN JKT.PST,"Jumat, 09 Jan. 2015","Kamis, 15 Jan. 2015"
3/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 19 Jan. 2015","Senin, 26 Jan. 2015"
4/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 19 Jan. 2015","Senin, 26 Jan. 2015"
5/PID.SUS/TPK/2015/PN JKT.PST,"Rabu, 21 Jan. 2015","Rabu, 28 Jan. 2015"
6/PID.SUS/TPK/2015/PN JKT.PST,"Kamis, 05 Feb. 2015","Senin, 16 Feb. 2015"
7/PID.SUS/TPK/2015/PN JKT.PST,"Selasa, 03 Feb. 2015","Senin, 16 Feb. 2015"
8/PID.SUS/TPK/2015/PN JKT.PST,"Senin, 09 Feb. 2015","Rabu, 18 Feb. 2015"
90/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 22 Sep. 2014","Senin, 29 Sep. 2014"
89/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 22 Sep. 2014","Kamis, 02 Okt. 2014"
91/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 25 Sep. 2014","Senin, 06 Okt. 2014"
92/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 26 Sep. 2014","Senin, 06 Okt. 2014"
93/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 26 Sep. 2014","Senin, 06 Okt. 2014"
95/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 07 Okt. 2014","Senin, 13 Okt. 2014"
94/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 07 Okt. 2014","Senin, 13 Okt. 2014"
96/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 10 Okt. 2014","Kamis, 16 Okt. 2014"
97/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 10 Okt. 2014","Rabu, 15 Okt. 2014"
98/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 10 Okt. 2014","Rabu, 15 Okt. 2014"
99/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 10 Okt. 2014","Rabu, 15 Okt. 2014"
100/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 21 Okt. 2014","Senin, 27 Okt. 2014"
101/PID.SUS/TPK/2014/PN JKT.PST,"Selasa, 21 Okt. 2014","Senin, 27 Okt. 2014"
102/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 23 Okt. 2014","Rabu, 29 Okt. 2014"
103/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 23 Okt. 2014","Rabu, 29 Okt. 2014"
104/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 27 Okt. 2014","Senin, 03 Nov. 2014"
108/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 29 Okt. 2014","Kamis, 06 Nov. 2014"
107/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 29 Okt. 2014","Kamis, 06 Nov. 2014"
106/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 31 Okt. 2014","Kamis, 06 Nov. 2014"
105/PID.SUS/TPK/2014/PN JKT.PST,"Jumat, 31 Okt. 2014","Kamis, 06 Nov. 2014"
72/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 13 Agu. 2014","Kamis, 21 Agu. 2014"
71/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 12 Agu. 2014","Rabu, 20 Agu. 2014"
70/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 12 Agu. 2014","Rabu, 20 Agu. 2014"
69/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","Rabu, 20 Agu. 2014"
73/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 13 Agu. 2014","Kamis, 21 Agu. 2014"
78/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 14 Agu. 2014","Rabu, 27 Agu. 2014"
79/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 15 Agu. 2014","Kamis, 21 Agu. 2014"
77/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 19 Agu. 2014","Rabu, 27 Agu. 2014"
75/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 18 Agu. 2014","Jumat, 29 Agu. 2014"
76/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 18 Agu. 2014","Rabu, 27 Agu. 2014"
74/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 20 Agu. 2014","Rabu, 27 Agu. 2014"
80/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 19 Agu. 2014","Rabu, 27 Agu. 2014"
81/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 19 Agu. 2014","Rabu, 27 Agu. 2014"
84/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 22 Agu. 2014","Kamis, 04 Sep. 2014"
83/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 22 Agu. 2014","Kamis, 04 Sep. 2014"
82/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 28 Agu. 2014","Kamis, 04 Sep. 2014"
85/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 28 Agu. 2014","Kamis, 04 Sep. 2014"
86/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 01 Sep. 2014","Senin, 08 Sep. 2014"
87/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 03 Sep. 2014","Rabu, 10 Sep. 2014"
88/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 18 Sep. 2014","Kamis, 25 Sep. 2014"
48/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 19 Mei 2014","Senin, 26 Mei 2014"
50/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 14 Mei 2014","Kamis, 05 Jun. 2014"
51/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 15 Mei 2014","Senin, 02 Jun. 2014"
52/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 20 Mei 2014","Senin, 26 Mei 2014"
54/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 16 Mei 2014","Rabu, 04 Jun. 2014"
53/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 16 Mei 2014","Senin, 26 Mei 2014"
55/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 22 Mei 2014","Jumat, 30 Mei 2014"
56/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 11 Jun. 2014","Rabu, 18 Jun. 2014"
57/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 27 Jun. 2014","Senin, 07 Jul. 2014"
58/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 27 Jun. 2014","Senin, 07 Jul. 2014"
59/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 27 Jun. 2014","Senin, 07 Jul. 2014"
60/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 10 Jul. 2014","Rabu, 16 Jul. 2014"
63/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 17 Jul. 2014","Kamis, 24 Jul. 2014"
64/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 18 Jul. 2014","Kamis, 24 Jul. 2014"
61/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 17 Jul. 2014","Kamis, 24 Jul. 2014"
62/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 17 Jul. 2014","Kamis, 24 Jul. 2014"
65/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 23 Jul. 2014","Rabu, 06 Agu. 2014"
67/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 23 Jul. 2014","Rabu, 06 Agu. 2014"
66/PID.SUS/TPK/2014/PN.JKT.PST,"Jumat, 18 Jul. 2014","Rabu, 06 Agu. 2014"
68/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 07 Agu. 2014","Senin, 18 Agu. 2014"
29/PID.SUS/TPK/2014/PN JKT.PST,"Kamis, 27 Mar. 2014","Kamis, 03 Apr. 2014"
30/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 01 Apr. 2014","Selasa, 08 Apr. 2014"
32/PID.SUS/TPK/2014/PN JKT.PST,"Rabu, 02 Apr. 2014","Selasa, 15 Apr. 2014"
33/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 02 Apr. 2014","Senin, 14 Apr. 2014"
34/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 08 Apr. 2014","Selasa, 15 Apr. 2014"
31/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 02 Apr. 2014","Selasa, 15 Apr. 2014"
35/PID.SUS/TPK/2014/PN JKT.PST,"Senin, 07 Apr. 2014","Selasa, 15 Apr. 2014"
36/PID.SUS/TPK/2014/PN.JKT.PST,"Kamis, 10 Apr. 2014","Kamis, 17 Apr. 2014"
37/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 08 Apr. 2014","Rabu, 16 Apr. 2014"
38/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 14 Apr. 2014","Senin, 21 Apr. 2014"
39/PID.SUS/TPK/2014/PN.JKT.PST,"Senin, 14 Apr. 2014","Senin, 21 Apr. 2014"
40/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 16 Apr. 2014","Kamis, 24 Apr. 2014"
41/PID.SUS/TPK/2014/PN.JKT.PST,"Selasa, 15 Apr. 2014","Kamis, 24 Apr. 2014"
42/PID.SUS/TPK/2014/PN.JKT.PST,"Rabu, 16 Apr. 2014","Kamis, 24 Apr. 2014"
